CustomerKey,cc_num,FirstName,LastName,Gender,City,State,Job,DOB,EffectiveDate,EndDate,IsCurrent
664,4000000000000170,Jacqueline,Farrell,F,West Mary,IN,Therapeutic radiographer,1968-09-01,2024-08-22,9999-12-31 00:00:00,True
665,4000000000000735,Eric,Townsend,M,East Vincent,TX,"Designer, jewellery",1982-08-10,1900-01-01,9999-12-31 00:00:00,True
666,4000000000000674,Wendy,Chan,M,Elizabethfurt,OR,Building control surveyor,1954-02-20,1900-01-01,9999-12-31 00:00:00,True
667,4000000000001225,Diane,Thomas,M,New Lori,OH,"Pharmacist, hospital",1998-12-11,1900-01-01,9999-12-31 00:00:00,True
668,4000000000001801,Joan,Cook,M,Rachaelburgh,MH,"Social research officer, government",2007-08-16,1900-01-01,9999-12-31 00:00:00,True
669,4000000000000384,Frank,Riggs,M,New Greg,GA,Personnel officer,1963-01-12,1900-01-01,9999-12-31 00:00:00,True
670,4000000000000806,Kim,Mitchell,M,South Kelly,PW,Town planner,1944-03-21,1900-01-01,9999-12-31 00:00:00,True
671,4000000000000525,William,Hancock,M,South Rhondaburgh,PA,"Engineer, manufacturing systems",1995-01-03,1900-01-01,9999-12-31 00:00:00,True
672,4000000000001222,Timothy,Oliver,M,East Devin,AZ,"Social research officer, government",1944-08-16,1900-01-01,9999-12-31 00:00:00,True
673,4000000000001545,Crystal,Howard,F,Lake Rachael,ME,Hospital doctor,1953-09-12,1900-01-01,9999-12-31 00:00:00,True
674,4000000000001562,Marcus,Gibbs,M,Johnborough,TN,Health physicist,1965-10-19,1900-01-01,2023-12-13 00:00:00,False
675,4000000000001562,Marcus,Gibbs,M,West Jennifer,TN,Careers information officer,1965-10-19,2023-12-14,9999-12-31 00:00:00,True
676,4000000000001177,Andrew,Barrett,M,North Joshua,IL,Metallurgist,1957-03-14,1900-01-01,9999-12-31 00:00:00,True
677,4000000000001498,Kayla,Martin,M,Sethberg,MA,"Designer, furniture",1960-04-19,1900-01-01,9999-12-31 00:00:00,True
678,4000000000000369,Timothy,Thompson,M,Novakport,WA,Water engineer,1987-10-20,1900-01-01,9999-12-31 00:00:00,True
679,4000000000001565,Justin,Lewis,F,North Ann,VT,Personnel officer,1981-11-16,1900-01-01,9999-12-31 00:00:00,True
680,4000000000000164,Alfred,Baker,M,Lake Robert,DE,Ambulance person,1991-04-02,1900-01-01,9999-12-31 00:00:00,True
681,4000000000001913,Katie,Kennedy,F,Saraborough,OK,Software engineer,1986-03-25,1900-01-01,9999-12-31 00:00:00,True
682,4000000000001680,Arthur,Ramirez,M,Evansland,AR,"Civil engineer, consulting",1959-07-02,1900-01-01,9999-12-31 00:00:00,True
683,4000000000000389,Jose,Huffman,M,Candicefurt,OR,"Pharmacist, hospital",1948-04-13,1900-01-01,9999-12-31 00:00:00,True
684,4000000000000360,Jodi,Stewart,M,North Adamport,NV,"Civil engineer, consulting",1964-12-31,1900-01-01,9999-12-31 00:00:00,True
685,4000000000000128,Julie,Thornton,M,Hughesberg,NM,Sports administrator,2006-03-01,1900-01-01,9999-12-31 00:00:00,True
686,4000000000000241,Tina,Gould,F,Lake Danastad,NY,"Designer, jewellery",1995-01-09,1900-01-01,9999-12-31 00:00:00,True
687,4000000000001641,Rachel,Warren,M,East Dianastad,SD,Dramatherapist,1989-06-14,1900-01-01,9999-12-31 00:00:00,True
688,4000000000000059,Stephanie,Young,F,Jeffreyborough,FL,"Development worker, community",1942-03-04,1900-01-01,9999-12-31 00:00:00,True
689,4000000000000951,Julie,Johnson,F,Fordberg,VI,Professor Emeritus,1988-05-10,1900-01-01,2024-02-07 00:00:00,False
690,4000000000000951,Julie,Johnson,F,South Ashley,VI,Health physicist,1988-05-10,2024-02-08,9999-12-31 00:00:00,True
691,4000000000000799,Devin,Lee,F,South Kathytown,KY,Chartered loss adjuster,2005-03-03,1900-01-01,9999-12-31 00:00:00,True
692,4000000000001951,Ryan,Abbott,M,Jeromeland,SD,Armed forces logistics/support/administrative officer,1984-04-21,1900-01-01,9999-12-31 00:00:00,True
693,4000000000001029,Dennis,Baldwin,F,Gallaghershire,TX,"Designer, furniture",1973-11-21,1900-01-01,2024-02-04 00:00:00,False
694,4000000000001029,Dennis,Baldwin,F,Pottsshire,TX,Local government officer,1973-11-21,2024-02-05,9999-12-31 00:00:00,True
695,4000000000001814,Evelyn,Roberts,F,Hollyhaven,OH,"Social research officer, government",1996-12-24,1900-01-01,2023-03-19 00:00:00,False
696,4000000000001814,Evelyn,Roberts,F,Lake Russell,OH,Technical brewer,1996-12-24,2023-03-20,9999-12-31 00:00:00,True
697,4000000000000722,Robert,Castaneda,M,East Keith,SC,"Geneticist, molecular",1971-06-30,1900-01-01,9999-12-31 00:00:00,True
698,4000000000000516,Robert,Brewer,M,South Jason,GU,Geophysicist/field seismologist,1968-03-20,1900-01-01,9999-12-31 00:00:00,True
699,4000000000001330,Gabriel,Carter,F,Martinezland,MA,Engineering geologist,1942-07-12,1900-01-01,9999-12-31 00:00:00,True
700,4000000000001542,Philip,Gill,M,Maryburgh,MD,Building control surveyor,1954-05-17,1900-01-01,9999-12-31 00:00:00,True
701,4000000000001016,Chad,Randall,M,Crosbystad,HI,Marine scientist,1941-05-18,1900-01-01,2023-09-08 00:00:00,False
702,4000000000001016,Chad,Randall,M,New Davidberg,HI,Aid worker,1941-05-18,2023-09-09,9999-12-31 00:00:00,True
703,4000000000001587,Rodney,Parks,F,East Stevenville,WA,"Civil engineer, consulting",1948-01-04,1900-01-01,9999-12-31 00:00:00,True
704,4000000000001130,Keith,Lee,F,Samuelhaven,IN,Ambulance person,1980-07-01,1900-01-01,9999-12-31 00:00:00,True
705,4000000000000512,Joshua,Thomas,M,Williamsmouth,UT,"Psychologist, counselling",1956-09-04,1900-01-01,9999-12-31 00:00:00,True
706,4000000000001047,Melissa,Meadows,M,New Jamesmouth,FL,Water engineer,1956-11-12,1900-01-01,9999-12-31 00:00:00,True
707,4000000000001705,Selena,Walker,M,Ryanville,PR,"Geologist, engineering",2000-04-15,1900-01-01,9999-12-31 00:00:00,True
708,4000000000000331,Deborah,Nielsen,F,Christopherborough,AR,"Civil engineer, consulting",1958-10-11,1900-01-01,9999-12-31 00:00:00,True
709,4000000000000205,Cody,Gregory,M,Johnathanberg,MA,Sub,1946-01-20,1900-01-01,9999-12-31 00:00:00,True
710,4000000000001284,Kelly,Nichols,F,Jacksontown,TX,"Social research officer, government",1959-02-07,1900-01-01,9999-12-31 00:00:00,True
711,4000000000000335,John,Morris,M,Oscarside,SD,Medical illustrator,1964-12-15,1900-01-01,9999-12-31 00:00:00,True
712,4000000000001624,Rita,Johnson,F,Davisberg,RI,Museum education officer,2002-03-21,1900-01-01,9999-12-31 00:00:00,True
713,4000000000001593,Susan,Robinson,M,North Barbarabury,CA,"Civil engineer, consulting",1976-09-20,1900-01-01,9999-12-31 00:00:00,True
714,4000000000000326,Stacy,Hobbs,F,Lake Erika,OH,Armed forces logistics/support/administrative officer,1974-03-27,1900-01-01,2023-11-17 00:00:00,False
715,4000000000000326,Stacy,Hobbs,F,New Wendy,OH,Accounting technician,1974-03-27,2023-11-18,9999-12-31 00:00:00,True
716,4000000000001953,Melanie,Thompson,F,East Aprilberg,UT,Chief Financial Officer,1972-06-24,1900-01-01,9999-12-31 00:00:00,True
717,4000000000001645,Beverly,Silva,M,Jonestown,PR,Transport planner,1990-05-19,1900-01-01,9999-12-31 00:00:00,True
718,4000000000000529,Brittney,Campbell,F,South Calebview,SC,Armed forces logistics/support/administrative officer,1962-08-20,1900-01-01,9999-12-31 00:00:00,True
719,4000000000001724,Zachary,Fox,F,Mitchellfurt,MD,Agricultural consultant,1992-01-16,1900-01-01,9999-12-31 00:00:00,True
720,4000000000000857,Daniel,Mendoza,M,West Katrina,PA,Museum education officer,1979-08-13,1900-01-01,9999-12-31 00:00:00,True
721,4000000000000745,Eric,Campbell,F,Davidsonville,CT,"Librarian, public",1976-02-11,1900-01-01,9999-12-31 00:00:00,True
722,4000000000001051,Anthony,Robles,M,Stevenside,NE,Chiropractor,1969-03-24,1900-01-01,9999-12-31 00:00:00,True
723,4000000000001203,Tracey,Little,M,Port Joshuahaven,NM,Personnel officer,1952-02-10,1900-01-01,9999-12-31 00:00:00,True
724,4000000000001000,Marie,Fox,M,South Stevenland,DE,Theme park manager,1996-03-25,1900-01-01,9999-12-31 00:00:00,True
725,4000000000000102,Krystal,Perez,M,Hayesmouth,ME,Air traffic controller,1999-01-16,1900-01-01,9999-12-31 00:00:00,True
726,4000000000000298,Albert,Bradley,M,West Justinside,NC,Transport planner,1974-02-13,1900-01-01,9999-12-31 00:00:00,True
727,4000000000001876,James,Anderson,F,North Jamiemouth,NH,Theme park manager,1957-03-08,1900-01-01,9999-12-31 00:00:00,True
728,4000000000000432,Amanda,Jensen,F,Christopherland,NY,"Geologist, engineering",2003-03-06,1900-01-01,9999-12-31 00:00:00,True
729,4000000000001989,Carmen,Hall,F,Evansville,ND,"Social research officer, government",1991-01-24,1900-01-01,9999-12-31 00:00:00,True
730,4000000000000506,James,Williams,M,Lake Ryanberg,MP,"Librarian, public",1980-12-31,1900-01-01,9999-12-31 00:00:00,True
731,4000000000000759,Allen,Taylor,M,Adambury,IL,"Designer, textile",1998-09-28,1900-01-01,9999-12-31 00:00:00,True
732,4000000000000129,Benjamin,Shaw,M,Mollymouth,CT,Local government officer,1976-04-19,1900-01-01,9999-12-31 00:00:00,True
733,4000000000000304,Stephanie,Turner,M,West Desireebury,AR,Mechanical engineer,1985-12-13,1900-01-01,9999-12-31 00:00:00,True
734,4000000000000975,Keith,Raymond,M,Port Annette,PW,Medical illustrator,2003-04-09,1900-01-01,9999-12-31 00:00:00,True
735,4000000000000571,Elizabeth,Davidson,F,Port Margaret,MH,Aid worker,2007-09-23,1900-01-01,9999-12-31 00:00:00,True
736,4000000000001720,Ryan,Todd,M,Lake Isaac,WI,Ambulance person,1980-08-17,1900-01-01,9999-12-31 00:00:00,True
737,4000000000000227,Christina,Allen,F,Lopezland,NC,Sports administrator,2006-11-01,1900-01-01,9999-12-31 00:00:00,True
738,4000000000000686,John,Baker,M,East Mary,MP,"Designer, furniture",1982-08-09,1900-01-01,9999-12-31 00:00:00,True
739,4000000000001219,Steven,Patterson,F,West Debratown,NH,Museum/gallery conservator,1975-09-15,1900-01-01,9999-12-31 00:00:00,True
740,4000000000000317,Sally,Bennett,M,Lake Tamaraside,DC,Building control surveyor,1984-12-24,1900-01-01,9999-12-31 00:00:00,True
741,4000000000001619,Samantha,Harper,F,New Ryan,FM,Environmental health practitioner,1962-06-15,1900-01-01,2024-07-09 00:00:00,False
742,4000000000001619,Samantha,Harper,F,Williamsmouth,FM,Professor Emeritus,1962-06-15,2024-07-10,9999-12-31 00:00:00,True
743,4000000000000862,Elizabeth,Stevenson,F,Wilsonmouth,MD,Ambulance person,1978-04-13,1900-01-01,2023-06-23 00:00:00,False
744,4000000000000862,Elizabeth,Stevenson,F,Reynoldsburgh,MD,"Social research officer, government",1978-04-13,2023-06-24,9999-12-31 00:00:00,True
745,4000000000000291,Amanda,Fitzpatrick,M,Derrickshire,IA,Psychiatric nurse,1957-01-03,1900-01-01,9999-12-31 00:00:00,True
746,4000000000001428,Brett,Garner,F,West Thomas,PW,Agricultural consultant,1981-10-13,1900-01-01,9999-12-31 00:00:00,True
747,4000000000000638,Michael,Smith,F,Port Tamara,RI,"Engineer, civil (contracting)",1987-01-24,1900-01-01,9999-12-31 00:00:00,True
748,4000000000000528,Madison,Sanders,F,North Williamstad,OH,Chiropractor,1984-07-23,1900-01-01,9999-12-31 00:00:00,True
749,4000000000000872,Jacob,Cruz,F,Maryberg,LA,Cartographer,2008-05-20,1900-01-01,9999-12-31 00:00:00,True
750,4000000000000523,Haley,Mitchell,F,Williamsshire,WI,Technical brewer,2006-03-04,1900-01-01,9999-12-31 00:00:00,True
751,4000000000000698,Victor,Cowan,M,Kristenport,KS,Mechanical engineer,1978-10-06,1900-01-01,2023-12-08 00:00:00,False
752,4000000000000698,Victor,Cowan,M,Priceview,KS,Ambulance person,1978-10-06,2023-12-09,9999-12-31 00:00:00,True
753,4000000000000785,Jennifer,Williams,F,Matthewfurt,WA,Chartered loss adjuster,1951-03-12,1900-01-01,9999-12-31 00:00:00,True
754,4000000000000452,Paula,Ellis,F,New Codyberg,SC,Clinical research associate,1996-04-22,1900-01-01,9999-12-31 00:00:00,True
755,4000000000000365,Bryan,Hamilton,F,Evansland,MN,Unknown,1957-08-21,1900-01-01,9999-12-31 00:00:00,True
756,4000000000000286,James,Wright,F,Jeffreyport,WI,Armed forces logistics/support/administrative officer,1960-03-05,1900-01-01,2024-03-28 00:00:00,False
757,4000000000000286,James,Wright,F,Dianemouth,WI,Psychiatric nurse,1960-03-05,2024-03-29,9999-12-31 00:00:00,True
758,4000000000000225,John,Fowler,F,Brownfort,PA,Armed forces technical officer,1976-12-26,1900-01-01,9999-12-31 00:00:00,True
759,4000000000000630,Susan,Jackson,F,Johnbury,VT,Armed forces logistics/support/administrative officer,1990-11-08,1900-01-01,9999-12-31 00:00:00,True
760,4000000000001578,Latasha,Gray,M,East Brandy,DE,Ambulance person,1949-02-06,1900-01-01,9999-12-31 00:00:00,True
761,4000000000000617,Richard,Stewart,F,Nunezside,AL,"Civil engineer, consulting",1984-02-27,1900-01-01,9999-12-31 00:00:00,True
762,4000000000000580,Daniel,Malone,M,North Matthew,MP,Risk analyst,1983-08-18,1900-01-01,9999-12-31 00:00:00,True
763,4000000000001163,April,Foster,M,Breannachester,NV,"Engineer, manufacturing systems",1987-05-25,1900-01-01,9999-12-31 00:00:00,True
764,4000000000001055,Richard,Cox,M,South Sherryberg,IA,Health physicist,1948-02-16,1900-01-01,9999-12-31 00:00:00,True
765,4000000000001516,Rodney,King,F,North Donald,KY,Mechanical engineer,1968-01-28,1900-01-01,9999-12-31 00:00:00,True
766,4000000000001513,Shawn,Gardner,M,Thomasborough,MD,"Designer, textile",1979-03-05,1900-01-01,9999-12-31 00:00:00,True
767,4000000000001520,Haley,Martin,F,Gomezshire,MS,Transport planner,1996-07-07,1900-01-01,9999-12-31 00:00:00,True
768,4000000000000628,Diana,Garcia,F,East Louismouth,MA,Financial risk analyst,1982-06-14,1900-01-01,9999-12-31 00:00:00,True
769,4000000000000449,Jesse,Reed,M,West Aaronfurt,PR,Chartered loss adjuster,1990-09-26,1900-01-01,9999-12-31 00:00:00,True
770,4000000000001885,Laura,Clark,M,West Dawnland,NH,Dramatherapist,2001-09-12,1900-01-01,9999-12-31 00:00:00,True
771,4000000000001920,Jennifer,Phillips,M,Andrewchester,WY,Armed forces logistics/support/administrative officer,1966-07-13,1900-01-01,9999-12-31 00:00:00,True
772,4000000000000473,Amanda,Moody,F,Port Wendybury,OK,Geophysicist/field seismologist,1998-02-10,1900-01-01,9999-12-31 00:00:00,True
773,4000000000000299,Pamela,Anderson,M,Nelsonville,MA,Cartographer,1951-07-26,1900-01-01,9999-12-31 00:00:00,True
774,4000000000000587,David,Hughes,M,Williamfurt,MT,"Designer, textile",2007-03-01,1900-01-01,9999-12-31 00:00:00,True
775,4000000000001293,Lisa,Santos,F,Bradleyborough,MT,Chief Financial Officer,1961-01-10,1900-01-01,9999-12-31 00:00:00,True
776,4000000000000699,Michele,Williams,F,Lake Frankborough,GU,Estate agent,1957-10-24,1900-01-01,2023-04-28 00:00:00,False
777,4000000000000699,Michele,Williams,F,Kentbury,GU,"Engineer, manufacturing systems",1957-10-24,2023-04-29,9999-12-31 00:00:00,True
778,4000000000000728,Hunter,Huang,F,Lisatown,DE,"Geneticist, molecular",2006-10-30,1900-01-01,9999-12-31 00:00:00,True
779,4000000000001956,Lisa,Barnett,F,Natashaville,WY,Chief Financial Officer,1951-07-23,1900-01-01,9999-12-31 00:00:00,True
780,4000000000001968,Laura,Petty,M,East Cynthiabury,GA,"Geologist, engineering",1967-07-05,1900-01-01,9999-12-31 00:00:00,True
781,4000000000000874,Tommy,Kim,M,North Derrick,AS,Chartered loss adjuster,1968-10-22,1900-01-01,9999-12-31 00:00:00,True
782,4000000000001706,Allison,Williams,M,Hopkinshaven,NV,Sub,1962-01-28,1900-01-01,9999-12-31 00:00:00,True
783,4000000000000066,Karen,Larsen,F,Katiehaven,NM,Clinical research associate,1983-02-27,1900-01-01,9999-12-31 00:00:00,True
784,4000000000001896,Kimberly,Mccormick,M,West Victor,OK,Air traffic controller,2002-08-14,1900-01-01,9999-12-31 00:00:00,True
785,4000000000001477,Andrea,Velazquez,M,Sanchezbury,AR,Mechanical engineer,1991-05-05,1900-01-01,2023-09-26 00:00:00,False
786,4000000000001477,Andrea,Velazquez,M,Lake Emilymouth,AR,Aid worker,1991-05-05,2023-09-27,9999-12-31 00:00:00,True
787,4000000000000590,William,Cameron,F,Jenniferside,SC,Water engineer,1955-04-20,1900-01-01,9999-12-31 00:00:00,True
788,4000000000000647,Dawn,Lewis,F,East Michael,VT,Accounting technician,1996-02-07,1900-01-01,9999-12-31 00:00:00,True
789,4000000000001532,Allen,Randolph,M,South Karenside,CT,Technical brewer,1983-08-15,1900-01-01,9999-12-31 00:00:00,True
790,4000000000000478,Samantha,Harris,M,West Jennifer,PW,Geophysicist/field seismologist,1995-02-11,1900-01-01,9999-12-31 00:00:00,True
791,4000000000000185,Elizabeth,Williams,F,Joyceton,AL,Health physicist,1954-06-02,1900-01-01,9999-12-31 00:00:00,True
792,4000000000001403,Bobby,West,F,Lake Sarah,WV,Accounting technician,1976-02-19,1900-01-01,2024-06-25 00:00:00,False
793,4000000000001403,Bobby,West,F,Meganborough,WV,"Designer, textile",1976-02-19,2024-06-26,9999-12-31 00:00:00,True
794,4000000000000295,Justin,Mitchell,M,Port Christophershire,IN,Geophysicist/field seismologist,1976-12-04,1900-01-01,9999-12-31 00:00:00,True
795,4000000000001022,Daniel,King,M,Hallberg,AK,Chief Strategy Officer,1947-04-15,1900-01-01,9999-12-31 00:00:00,True
796,4000000000001024,Erin,Hernandez,F,Port Charleshaven,WI,Horticultural consultant,1974-01-01,1900-01-01,9999-12-31 00:00:00,True
797,4000000000000319,Katelyn,Good,F,Nunezside,NE,Museum education officer,1976-09-15,1900-01-01,9999-12-31 00:00:00,True
798,4000000000000258,Gary,David,M,East Donna,VA,Town planner,2001-11-21,1900-01-01,9999-12-31 00:00:00,True
799,4000000000000972,Logan,Cooper,M,Shaneburgh,ND,"Production assistant, radio",1961-01-11,1900-01-01,9999-12-31 00:00:00,True
800,4000000000000657,Amanda,Goodwin,F,South Donnaside,GU,Museum/gallery conservator,1940-08-03,1900-01-01,9999-12-31 00:00:00,True
801,4000000000001838,Richard,Roman,M,West David,NY,Environmental health practitioner,1966-08-22,1900-01-01,9999-12-31 00:00:00,True
802,4000000000000048,Joshua,Jones,F,Michaelhaven,MO,Town planner,1986-10-01,1900-01-01,2024-08-22 00:00:00,False
803,4000000000000048,Joshua,Jones,F,Campbellfurt,MO,"Designer, furniture",1986-10-01,2024-08-23,9999-12-31 00:00:00,True
804,4000000000001786,Veronica,Davis,M,East Fred,VI,Clinical research associate,1940-07-11,1900-01-01,2024-05-20 00:00:00,False
805,4000000000001786,Veronica,Davis,M,Helenland,VI,"Engineer, civil (contracting)",1940-07-11,2024-05-21,9999-12-31 00:00:00,True
806,4000000000001295,Susan,Greene,F,Gregoryberg,MA,"Designer, jewellery",1952-06-09,1900-01-01,9999-12-31 00:00:00,True
807,4000000000000200,Angela,Conner,M,South Reginashire,SD,"Social research officer, government",1953-04-26,1900-01-01,9999-12-31 00:00:00,True
808,4000000000000440,Michele,Jackson,M,West Kerri,MH,Engineering geologist,1979-07-25,1900-01-01,9999-12-31 00:00:00,True
809,4000000000000269,Christopher,Long,M,Levyborough,OR,Software engineer,1964-07-10,1900-01-01,9999-12-31 00:00:00,True
810,4000000000001511,Samantha,Nielsen,F,Gonzalezmouth,CA,"Exhibitions officer, museum/gallery",1962-02-06,1900-01-01,9999-12-31 00:00:00,True
811,4000000000000537,Julie,Parker,F,Nathanshire,LA,"Engineer, structural",1972-01-25,1900-01-01,9999-12-31 00:00:00,True
812,4000000000001878,Danielle,Lara,M,Monicaburgh,IA,Software engineer,1971-12-18,1900-01-01,9999-12-31 00:00:00,True
813,4000000000001121,Daniel,Smith,F,Port Anthony,NJ,"Librarian, public",1984-08-24,1900-01-01,9999-12-31 00:00:00,True
814,4000000000000876,Andrea,Cole,F,Jeremiahchester,PA,Metallurgist,1941-01-05,1900-01-01,9999-12-31 00:00:00,True
815,4000000000001151,Cheryl,Thomas,F,Griffinborough,FM,Corporate treasurer,1977-07-22,1900-01-01,9999-12-31 00:00:00,True
816,4000000000000368,Mark,Cook,F,West Malik,UT,Engineering geologist,1954-03-06,1900-01-01,2023-11-23 00:00:00,False
817,4000000000000368,Mark,Cook,F,Collinberg,UT,"Engineer, manufacturing systems",1954-03-06,2023-11-24,9999-12-31 00:00:00,True
818,4000000000001710,Charles,Cox,F,Jacobsmouth,WY,"Pharmacist, hospital",1969-01-04,1900-01-01,9999-12-31 00:00:00,True
819,4000000000001976,Ryan,Joyce,M,Port Teresaburgh,MO,"Civil engineer, consulting",1996-04-23,1900-01-01,9999-12-31 00:00:00,True
820,4000000000000999,Eric,Walker,F,Port Penny,RI,Chiropractor,1987-06-10,1900-01-01,9999-12-31 00:00:00,True
821,4000000000000641,Tony,Brown,M,Jimborough,NC,"Civil engineer, consulting",2002-04-12,1900-01-01,9999-12-31 00:00:00,True
822,4000000000000619,Keith,Jennings,F,West Kathymouth,MS,Software engineer,1967-05-25,1900-01-01,9999-12-31 00:00:00,True
823,4000000000000977,Darryl,Johnson,F,South Michael,MD,Sports administrator,1944-04-02,1900-01-01,9999-12-31 00:00:00,True
824,4000000000000798,Cassandra,Joseph,F,Jackfurt,NM,Haematologist,1972-10-02,1900-01-01,9999-12-31 00:00:00,True
825,4000000000001891,Jonathan,Perez,F,New Kevin,OR,Cartographer,1941-04-30,1900-01-01,9999-12-31 00:00:00,True
826,4000000000001058,Breanna,Price,F,South Jeffery,CT,Therapeutic radiographer,1952-06-05,1900-01-01,9999-12-31 00:00:00,True
